NAME,Prob,C,FACTOR,UNITS,DESC,SOURCE,SYM,DIST,PARM2(EF),CCF GROUP,LINK,EQUATION,NOTES,LOCATE,MTIME,TYPE,RATE,U,RATEDIST,RATEEF,STYLE,Support,ModelNotes,Template,SeedValue,Constituents,LoopMarker,Badges,SupportedBy,Attachments,TemplateName
ISOLATE,-1,,,,failure to isolate leaking steam generator,,,,,,,,,,,,,,,,,,,,,,,,,,
ISOLATE-HOV-ACC-FW1,9.99995E-06,3,DEMAND,,accumulator not charged,,U,,,HOV-ACC,,,,,,HOV-ACC,,,,,,,,,,,,,,,
ISOLATE-HOV-ACC-FW2,9.99995E-06,3,DEMAND,,accumulator not charged,,U,,,HOV-ACC,,,,,,HOV-ACC,,,,,,,,,,,,,,,
ISOLATE-HOV-ACC-ST1,9.99995E-06,3,DEMAND,,accumulator not charged,,U,,,HOV-ACC-STEAM,,,,,,HOV-ACC,,,,,,,,,,,,,,,
ISOLATE-HOV-ACC-ST2,9.99995E-06,3,DEMAND,,accumulator not charged,,U,,,HOV-ACC-STEAM,,,,,,HOV-ACC,,,,,,,,,,,,,,,
ISOLATE-HOV-LR-FW1,1.079994E-05,3,360H,,hydraulic line rupture,,B,,,HOV-RUPTURE,,,,,,HOV-RUPTURE,,,,,,,,,,,,,,,
ISOLATE-HOV-LR-FW2,1.079994E-05,3,360H,,hydraulic line rupture,,B,,,HOV-RUPTURE,,,,,,HOV-RUPTURE,,,,,,,,,,,,,,,
ISOLATE-HOV-LR-ST1,1.079994E-05,3,360H,,hydraulic line rupture,,B,,,HOV-RUPTURE-STEAM,,,,,,HOV-RUPTURE,,,,,,,,,,,,,,,
ISOLATE-HOV-LR-ST2,1.079994E-05,3,360H,,hydraulic line rupture,,B,,,HOV-RUPTURE-STEAM,,,,,,HOV-RUPTURE,,,,,,,,,,,,,,,
ISOLATE-HOV-MOD-FW1,9.99995E-06,3,DEMAND,,valve control module failure,,B,,,HOV-MOD,,,,,,HOV-CONT,,,,,,,,,,,,,,,
ISOLATE-HOV-MOD-FW2,9.99995E-06,3,DEMAND,,valve control module failure,,B,,,HOV-MOD,,,,,,HOV-CONT,,,,,,,,,,,,,,,
ISOLATE-HOV-MOD-ST1,9.99995E-06,3,DEMAND,,valve control module failure,,B,,,HOV-CONT-STEAM,,,,,,HOV-CONT,,,,,,,,,,,,,,,
ISOLATE-HOV-MOD-ST2,9.99995E-06,3,DEMAND,,valve control module failure,,B,,,HOV-CONT-STEAM,,,,,,HOV-CONT,,,,,,,,,,,,,,,
ISOLATE-IV-FW1,9.9995E-05,3,DEMAND,,Feedwater valve failure,,B,,,FW-FW,,,,,,FW-FTO,,,,,,,,,,,,,,,
ISOLATE-IV-FW2,9.9995E-05,3,DEMAND,,Feedwater valve failure,,B,,,FW-FW,,,,,,FW-FTO,,,,,,,,,,,,,,,
ISOLATE-IV-ST1,9.9995E-05,3,DEMAND,,Feedwater valve failure,,B,,,FW-STEAM,,,,,,FW-FTO,,,,,,,,,,,,,,,
ISOLATE-IV-ST2,9.9995E-05,3,DEMAND,,Feedwater valve failure,,B,,,FW-STEAM,,,,,,FW-FTO,,,,,,,,,,,,,,,
ISOLATE-SIGNAL,-1,,,,No isolation command received at isolation valves,,,,,,,,,,,,,,,,,,,,,,,,,,
ISOLATE-SIGNAL-1/N-A,0.0003599352,3,360H,,Channel A 1/N trip logic fails,,B,,,CHANNEL-1/N,,,,,,CHANNEL-2/3,,,,,,,,,,,,,,,
ISOLATE-SIGNAL-1/N-B,0.0003599352,3,360H,,Channel B 1/N trip logic fails,,B,,,CHANNEL-1/N,,,,,,CHANNEL-2/3,,,,,,,,,,,,,,,
ISOLATE-SIGNAL-2/3-A,0.0003599352,3,360H,,Channel A 2/3 trip logic fails,,B,,,CHANNEL-2/3,,,,,,CHANNEL-2/3,,,,,,,,,,,,,,,
ISOLATE-SIGNAL-2/3-B,0.0003599352,3,360H,,Channel B 2/3 trip logic fails,,B,,,CHANNEL-2/3,,,,,,CHANNEL-2/3,,,,,,,,,,,,,,,
ISOLATE-SIGNAL-A,-1,,,,No isolation command received from output channel A,,,,,,,,,,,,,,,,,,,,,,,,,,
ISOLATE-SIGNAL-UPS-A,3.99992E-05,3,DEMAND,,No power UPS 120 VAC,,B,,,UPS,,,,,,UPS,,,,,,,,,,,,,,,
ISOLATE-SIGNAL-UPS-B,3.99992E-05,3,DEMAND,,No power UPS 120 VAC,,B,,,UPS,,,,,,UPS,,,,,,,,,,,,,,,
ISOLATE-SV-FW1,0.000299955,3,DEMAND,,Solenoid valve failure,,B,,,SOLENOID-FW,,,,,,SOLENOID-FTO,,,,,,,,,,,,,,,
ISOLATE-SV-FW2,0.000299955,3,DEMAND,,Solenoid valve failure,,B,,,SOLENOID-FW,,,,,,SOLENOID-FTO,,,,,,,,,,,,,,,
ISOLATE-SV-ST1,0.000299955,3,DEMAND,,Solenoid valve failure,,B,,,SOLENOID-STEAM,,,,,,SOLENOID-FTO,,,,,,,,,,,,,,,
ISOLATE-SV-ST2,0.000299955,3,DEMAND,,Solenoid valve failure,,B,,,SOLENOID-STEAM,,,,,,SOLENOID-FTO,,,,,,,,,,,,,,,
LD-F,0.03,0,3E-2,,large depressurization fraction,,C,,,,,,,,,,,,,,,,,,,,,,,,
L-F,0.69,0,0.69,,Leak fraction,,C,,,,,,,,,,,,,,,,,,,,,,,,
L-LEAK,-1,,,,PPS fails to respond to large leak,,,,,,,,,,,,,,,,,,,,,,,,,,
LOOP-IE,0.005,9,5E-3,Y,Frequency of LOOP IE,,I,P,,,,,,,,,,,,,,,,,,,,,,,
MD-F,0.11,0,0.11,,medium depressurization fraction,,C,,,,,,,,,,,,,,,,,,,,,,,,
MOIST,-1,,,,failure to detect presense of high moisture,,,,,,,,,,,,,,,,,,,,,,,,,,
MOIST-CHANNEL_1_2,8.301E-05,,8.301E-05,,CCF of two components: MOIST-DETECT-3-1/3 & MOIST-DETECT-3-2/3,,Y,,,,,,,,,,,,,,,,,,,"MOIST-DETECT-3-1/3,MOIST-DETECT-3-2/3",,,,,
MOIST-CHANNEL_1_3,8.301E-05,,8.301E-05,,CCF of two components: MOIST-DETECT-3-1/3 & MOIST-DETECT-3-3/3,,Y,,,,,,,,,,,,,,,,,,,"MOIST-DETECT-3-1/3,MOIST-DETECT-3-3/3",,,,,
MOIST-CHANNEL_2_3,8.301E-05,,8.301E-05,,CCF of two components: MOIST-DETECT-3-2/3 & MOIST-DETECT-3-3/3,,Y,,,,,,,,,,,,,,,,,,,"MOIST-DETECT-3-2/3,MOIST-DETECT-3-3/3",,,,,
MOIST-DETECT,-1,,,,failure to detect presense of high moisture,,,,,,,,,,,,,,,,,,,,,,,,,,
MOIST-DETECT-1,0.0009995002,3,DEMAND,,Operator fails to respond to moisture alarm,,B,,,,,,,,,OPERATOR,,,,,,,,,,,,,,,
MOIST-DETECT-2,0.0003599352,3,360H,,Moisture alarm failure,,B,,,,,,,,,MOIST-MONITOR,,,,,,,,,,,,,,,
MOIST-DETECT-3,-1,,,,Failure of at least 2 of 3 moisture monitor channels,,U,,,,,,,,,,,,,,,,,,,,,,,,
MOIST-DETECT-3-/3,-1,,,,Failure of a moisture monitor channels,,,,,,,,,,,,,,,,,,,,,,,,,,
MOIST-DETECT-3-1/3,0.00167859,3,12H,,Failure of a moisture monitor channels,,B,,,MOIST-CHANNEL,,,,,,MOIST-CHANNEL,,,,,,,,,,,,,,,
MOIST-DETECT-3-2/3,0.00167859,3,12H,,Failure of a moisture monitor channels,,B,,,MOIST-CHANNEL,,,,,,MOIST-CHANNEL,,,,,,,,,,,,,,,
MOIST-DETECT-3-3/3,0.00167859,3,12H,,Failure of a moisture monitor channels,,B,,,MOIST-CHANNEL,,,,,,MOIST-CHANNEL,,,,,,,,,,,,,,,
MOV-FTO_1_2,4.069E-05,,4.069E-05,,CCF of two components: X25-1 & X25-2,,Y,,,,,,,,,,,,,,,,,,,"X25-1,X25-2",,,,,
MOV-FTO_1_3,4.069E-05,,4.069E-05,,CCF of two components: X25-1 & X25-MT1,,Y,,,,,,,,,,,,,,,,,,,"X25-1,X25-MT1",,,,,
MOV-FTO_1_4,4.069E-05,,4.069E-05,,CCF of two components: X25-1 & X25-MT2,,Y,,,,,,,,,,,,,,,,,,,"X25-1,X25-MT2",,,,,
MOV-FTO_2_3,4.069E-05,,4.069E-05,,CCF of two components: X25-2 & X25-MT1,,Y,,,,,,,,,,,,,,,,,,,"X25-2,X25-MT1",,,,,
MOV-FTO_2_4,4.069E-05,,4.069E-05,,CCF of two components: X25-2 & X25-MT2,,Y,,,,,,,,,,,,,,,,,,,"X25-2,X25-MT2",,,,,
MOV-FTO_3_4,4.069E-05,,4.069E-05,,CCF of two components: X25-MT1 & X25-MT2,,Y,,,,,,,,,,,,,,,,,,,"X25-MT1,X25-MT2",,,,,
MP-D,0.001042449,0,0.0010424489,,Misread or Skip Step in Procedure,,B,,,,,,,,,,,,,,,,,,,,,,,,
MP-N,0.00082,0,0.00082,,Misread or Skip Step in Procedure,,B,,,,,,,,,,,,,,,,,,,,,,,,
OA-A-X102,0.004310682,3,STANDBY-IE,,Closed electrically (op. error),,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X102-MT,0.0002159767,3,72H,,Closed electrically (op. error),,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X151-1,0.02593769,3,IE-YEAR,,Switch in notrmal or alternate supply open (op. error),,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X151-1-MT,0.0002159767,3,72H,,Switch in notrmal or alternate supply open (op. error),,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X200-A-1,0.004310682,3,STANDBY-IE,,Circuit breaker not closed (op. error),,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X200-A-1-MT,0.0002159767,3,72H,,Circuit breaker not closed (op. error),,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X200-B-1,0.004310682,3,STANDBY-IE,,Electric motor driven pump - operator error,,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X200-B-1-MT,0.0002159767,3,72H,,Electric motor driven pump - operator error,,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X200-C-1,0.004310682,3,STANDBY-IE,,Electric motor driven pump - operator error,,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X200-C-1-MT,0.0002159767,3,72H,,Electric motor driven pump - operator error,,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X200-D-1,0.004310682,3,STANDBY-IE,,Electric motor driven pump - operator error,,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X200-D-1-MT,0.0002159767,3,72H,,Electric motor driven pump - operator error,,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X205-A-1,0.02593769,3,IE-YEAR,,Circuit breaker not closed (op. error),,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X205-A-1-MT,0.0002159767,3,72H,,Circuit breaker not closed (op. error),,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X205-B-1,0.02593769,3,IE-YEAR,,Electric motor driven pump - operator error,,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X205-B-1-MT,0.0002159767,3,72H,,Electric motor driven pump - operator error,,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X205-C-1,0.02593769,3,IE-YEAR,,Electric motor driven pump - operator error,,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X205-C-1-MT,0.0002159767,3,72H,,Electric motor driven pump - operator error,,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X205-D-1,0.02593769,3,IE-YEAR,,Electric motor driven pump - operator error,,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X205-D-1-MT,0.0002159767,3,72H,,Electric motor driven pump - operator error,,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X240-1,0.004310682,3,STANDBY-IE,,Turbine tripped by operator error,,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X240-1-MT,0.0002159767,3,72H,,Turbine tripped by operator error,,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X240-2,0.004310682,3,STANDBY-IE,,pumps - motor driven - operator error,,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X240-MT1,0.0002159767,3,72H,,Turbine tripped by operator error,,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X240-MT2,0.0002159767,3,72H,,pumps - motor driven - operator error,,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X242-1,0.02593769,3,IE-YEAR,,Turbine tripped by operator error,,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X242-1-MT,0.0002159767,3,72H,,Turbine tripped by operator error,,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X242-2,0.004310682,3,STANDBY-IE,,pumps - motor driven - operator error,,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X242-MT1,0.0002159767,3,72H,,Turbine tripped by operator error,,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X242-MT2,0.0002159767,3,72H,,pumps - motor driven - operator error,,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X44-1,0.02593769,3,IE-YEAR,,Circulating water pump #1 not in operation (op. error),,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X44-2,0.02593769,3,IE-YEAR,,pumps - motor driven - operator error,,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X44-MT1,0.0002159767,3,72H,,Circulating water pump #1 not in operation (op. error),,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X44-MT2,0.0002159767,3,72H,,pumps - motor driven - operator error,,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X48-1,0.02593769,3,IE-YEAR,,Circulating water pump #2 not in operation (op. error),,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X48-2,0.02593769,3,IE-YEAR,,pumps - motor driven - operator error,,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X48-MT1,0.0002159767,3,72H,,Circulating water pump #2 not in operation (op. error),,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X48-MT2,0.0002159767,3,72H,,pumps - motor driven - operator error,,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X51-1-1,0.02251858,3,IE-YEAR,,Circulating water pump #1 isolation valve 1 inadvertently closed (op. error),,H,,,,,,,,,B6-VLVE-MOD-FTO,,,,,,,,,,,,,,,
OA-A-X51-1-2,0.02251858,3,IE-YEAR,,valves - motor operated modulating including valve operator - fail to operate,,H,,,,,,,,,B6-VLVE-MOD-FTO,,,,,,,,,,,,,,,
OA-A-X51-1-MT1,0.0001871825,3,72H,,Circulating water pump #1 isolation valve 1 inadvertently closed (op. error),,H,,,,,,,,,B6-VLVE-MOD-FTO,,,,,,,,,,,,,,,
OA-A-X51-1-MT2,0.0001871825,3,72H,,valves - motor operated modulating including valve operator - fail to operate,,H,,,,,,,,,B6-VLVE-MOD-FTO,,,,,,,,,,,,,,,
OA-A-X51-2-1,0.02251858,3,IE-YEAR,,Circulating water pump #2 isolation valve 1 inadvertently closed (op. error),,H,,,,,,,,,B6-VLVE-MOD-FTO,,,,,,,,,,,,,,,
OA-A-X51-2-2,0.02251858,3,IE-YEAR,,valves - motor operated modulating including valve operator - fail to operate,,H,,,,,,,,,B6-VLVE-MOD-FTO,,,,,,,,,,,,,,,
OA-A-X51-2-MT1,0.0001871825,3,72H,,Circulating water pump #2 isolation valve 1 inadvertently closed (op. error),,H,,,,,,,,,B6-VLVE-MOD-FTO,,,,,,,,,,,,,,,
OA-A-X51-2-MT2,0.0001871825,3,72H,,valves - motor operated modulating including valve operator - fail to operate,,H,,,,,,,,,B6-VLVE-MOD-FTO,,,,,,,,,,,,,,,
OA-A-X54-1-1,0.02251858,3,IE-YEAR,,Circulating water pump #1 isolation valve 2 inadvertently closed (op. error),,H,,,,,,,,,B6-VLVE-MOD-FTO,,,,,,,,,,,,,,,
OA-A-X54-1-2,0.02251858,3,IE-YEAR,,valves - motor operated modulating including valve operator - fail to operate,,H,,,,,,,,,B6-VLVE-MOD-FTO,,,,,,,,,,,,,,,
OA-A-X54-1-MT1,0.0001871825,3,72H,,Circulating water pump #1 isolation valve 2 inadvertently closed (op. error),,H,,,,,,,,,B6-VLVE-MOD-FTO,,,,,,,,,,,,,,,
OA-A-X54-1-MT2,0.0001871825,3,72H,,valves - motor operated modulating including valve operator - fail to operate,,H,,,,,,,,,B6-VLVE-MOD-FTO,,,,,,,,,,,,,,,
OA-A-X54-2-1,0.02251858,3,IE-YEAR,,Circulating water pump #2 isolation valve 2 inadvertently closed (op. error),,H,,,,,,,,,B6-VLVE-MOD-FTO,,,,,,,,,,,,,,,
OA-A-X54-2-2,0.02251858,3,IE-YEAR,,valves - motor operated modulating including valve operator - fail to operate,,H,,,,,,,,,B6-VLVE-MOD-FTO,,,,,,,,,,,,,,,
OA-A-X54-2-MT1,0.0001871825,3,72H,,Circulating water pump #2 isolation valve 2 inadvertently closed (op. error),,H,,,,,,,,,B6-VLVE-MOD-FTO,,,,,,,,,,,,,,,
OA-A-X54-2-MT2,0.0001871825,3,72H,,valves - motor operated modulating including valve operator - fail to operate,,H,,,,,,,,,B6-VLVE-MOD-FTO,,,,,,,,,,,,,,,
OA-A-X57-1,0.02251858,3,IE-YEAR,,Condenser inlet isolation valve 1 inadvertently closed (op. error),,H,,,,,,,,,B6-VLVE-MOD-FTO,,,,,,,,,,,,,,,
OA-A-X57-2,0.02251858,3,IE-YEAR,,valves - motor operated modulating including valve operator - fail to operate,,H,,,,,,,,,B6-VLVE-MOD-FTO,,,,,,,,,,,,,,,
OA-A-X57-MT1,0.0001871825,3,72H,,Condenser inlet isolation valve 1 inadvertently closed (op. error),,H,,,,,,,,,B6-VLVE-MOD-FTO,,,,,,,,,,,,,,,
OA-A-X57-MT2,0.0001871825,3,72H,,valves - motor operated modulating including valve operator - fail to operate,,H,,,,,,,,,B6-VLVE-MOD-FTO,,,,,,,,,,,,,,,
OA-A-X60-1,0.02251858,3,IE-YEAR,,Condenser inlet isolation valve 2 inadvertently closed (op. error),,H,,,,,,,,,B6-VLVE-MOD-FTO,,,,,,,,,,,,,,,
OA-A-X60-2,0.02251858,3,IE-YEAR,,valves - motor operated modulating including valve operator - fail to operate,,H,,,,,,,,,B6-VLVE-MOD-FTO,,,,,,,,,,,,,,,
OA-A-X60-MT1,0.0001871825,3,72H,,Condenser inlet isolation valve 2 inadvertently closed (op. error),,H,,,,,,,,,B6-VLVE-MOD-FTO,,,,,,,,,,,,,,,
OA-A-X60-MT2,0.0001871825,3,72H,,valves - motor operated modulating including valve operator - fail to operate,,H,,,,,,,,,B6-VLVE-MOD-FTO,,,,,,,,,,,,,,,
OA-A-X63-1,0.02251858,3,IE-YEAR,,Condenser outlet isolation valve 1 inadvertently closed (op. error),,H,,,,,,,,,B6-VLVE-MOD-FTO,,,,,,,,,,,,,,,
OA-A-X63-2,0.02251858,3,IE-YEAR,,valves - motor operated modulating including valve operator - fail to operate,,H,,,,,,,,,B6-VLVE-MOD-FTO,,,,,,,,,,,,,,,
OA-A-X63-MT1,0.0001871825,3,72H,,Condenser outlet isolation valve 1 inadvertently closed (op. error),,H,,,,,,,,,B6-VLVE-MOD-FTO,,,,,,,,,,,,,,,
OA-A-X63-MT2,0.0001871825,3,72H,,valves - motor operated modulating including valve operator - fail to operate,,H,,,,,,,,,B6-VLVE-MOD-FTO,,,,,,,,,,,,,,,
OA-A-X66-1,0.02251858,3,IE-YEAR,,Condenser outlet isolation valve 2 inadvertently closed (op. error),,H,,,,,,,,,B6-VLVE-MOD-FTO,,,,,,,,,,,,,,,
OA-A-X66-2,0.02251858,3,IE-YEAR,,valves - motor operated modulating including valve operator - fail to operate,,H,,,,,,,,,B6-VLVE-MOD-FTO,,,,,,,,,,,,,,,
OA-A-X66-MT1,0.0001871825,3,72H,,Condenser outlet isolation valve 2 inadvertently closed (op. error),,H,,,,,,,,,B6-VLVE-MOD-FTO,,,,,,,,,,,,,,,
OA-A-X66-MT2,0.0001871825,3,72H,,valves - motor operated modulating including valve operator - fail to operate,,H,,,,,,,,,B6-VLVE-MOD-FTO,,,,,,,,,,,,,,,
OA-A-X78,0.02593769,3,IE-YEAR,,Closed manually (op. error),,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X78-MT,0.0002159767,3,72H,,Closed manually (op. error),,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X79,0.02593769,3,IE-YEAR,,Shutdown manually (Op. error),,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X79-MT,0.0002159767,3,72H,,Shutdown manually (Op. error),,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X81,0.02593769,3,IE-YEAR,,Closed manually (op. error),,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X81-MT,0.0002159767,3,72H,,Closed manually (op. error),,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X84,0.02593769,3,IE-YEAR,,Bypass valve opened manually (op. error),,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X84-MT,0.0002159767,3,72H,,Bypass valve opened manually (op. error),,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X86-1,0.02593769,3,IE-YEAR,,Inlet isolation valve closed manually (op. error),,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X86-1-MT,0.0002159767,3,72H,,Inlet isolation valve closed manually (op. error),,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X86-2,0.02593769,3,IE-YEAR,,Inlet isolation valve closed manually (op. error),,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X86-2-MT,0.0002159767,3,72H,,Inlet isolation valve closed manually (op. error),,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X88-1,0.02593769,3,IE-YEAR,,Outlet isolation valve closed manually (op. error),,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X88-1-MT,0.0002159767,3,72H,,Outlet isolation valve closed manually (op. error),,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X88-2,0.02593769,3,IE-YEAR,,Outlet isolation valve closed manually (op. error),,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X88-2-MT,0.0002159767,3,72H,,Outlet isolation valve closed manually (op. error),,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X92,0.004310682,3,STANDBY-IE,,Injection valve closed mechanically (op. error),,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X92-MT,0.0002159767,3,72H,,Injection valve closed mechanically (op. error),,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X96,0.004310682,3,STANDBY-IE,,Electrical trip (Op. error),,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-A-X96-MT,0.0002159767,3,72H,,Electrical trip (Op. error),,H,,,,,,,,,B3-PUMP-MD-OPERATOR,,,,,,,,,,,,,,,
OA-B-X172,0.001,1,DEMAND,,Failure to electrically open (op. error),,H,,,,,,,,,,OPERATOR,,,,,,,,,,,,,,
OA-B-X172-MT,0.001,1,DEMAND,,Failure to electrically open (op. error),,H,,,,,,,,,OPERATOR,,,,,,,,,,,,,,,
OA-B-X98,0.001,1,DEMAND,,failure to mechanically open (op. error),,H,,,,,,,,,,OPERATOR,,,,,,,,,,,,,,
OA-B-X98-MT,0.001,1,DEMAND,,failure to mechanically open (op. error),,H,,,,,,,,,,OPERATOR,,,,,,,,,,,,,,
OA-C-A7,0.001,1,DEMAND,,Operator failure to actuate,,H,,,,,,,,,OPERATOR-RT,,,,,,,,,,,,,,,
OA-C-CR3-X6-A,0.03,1,DEMAND,,Operator fails to activate RSS in 1.5 HR,,H,,,,,,,,,OPERATOR-RT|SD,,,,,,,,,,,,,,,
OA-C-CR3-X6-B,0.03,1,DEMAND,,Operator fails to insert RSS given he fails to perform shutdown,,H,,,,,,,,,OPERATOR-RT|SD,,,,,,,,,,,,,,,
OA-C-CR3-X7-A,0.01,1,DEMAND,,Operator fails to perform orderly plant shutdown,,H,,,,,,,,,OPERATOR-SD,,,,,,,,,,,,,,,
OA-C-CR3-X7-B,0.01,1,DEMAND,,Operator fails to perform orderly plant shutdown,,H,,,,,,,,,OPERATOR-SD,,,,,,,,,,,,,,,
OA-C-CR3-X8-A,0.001,1,DEMAND,,Operator fails to activate RSS in 1.5 HR,,H,,,,,,,,,OPERATOR-RT,,,,,,,,,,,,,,,
OA-C-CR3-X8-B,0.001,1,DEMAND,,Operator fails to insert RSS,,H,,,,,,,,,OPERATOR-RT,,,,,,,,,,,,,,,
OA-C-GT-RT-1,0.17,1,DEMAND,,Operator fails to manually trip the reactor after a GT,,B,,,,,,,,,OPERATOR-RT/GT,,,,,,,,,,,,,,,
OA-C-MOIST-DETECT-1,0.001,1,DEMAND,,Operator fails to respond to moisture alarm,,H,,,,,,,,,OPERATOR,,,,,,,,,,,,,,,
OA-C-SG-ISOLATE10,0.01,0,1E-2,,Operator fails to isolate in more than 20 min,,H,P,,,,,,,,,,,,,,,,,,,,,,,
OA-C-SG-ISOLATE20,0.1,0,0.1,,Operator fails to isolate in less 20 min,,H,,,,,,,,,,,,,,,,,,,,,,,,
OA-C-SG-ISOLATE30,0.9,0,0.9,,Operator fails to isolate in 20-30 min,,H,P,,,,,,,,,,,,,,,,,,,,,,,
OA-C-Z20-1,0.001,1,DEMAND,,Operator fails to start SCS,,H,,,,,,,,,OPERATOR,,,,,,,,,,,,,,,
OA-C-Z20-2,0.001,1,DEMAND,,Operator fails to start SCS,,H,,,,,,,,,OPERATOR,,,,,,,,,,,,,,,
OA-C-Z20-3,0.001,1,DEMAND,,Operator fails to start SCS,,H,,,,,,,,,OPERATOR,,,,,,,,,,,,,,,
